1.010000	0.000000	0.000000	1202405657318373.000000
1.020000	-0.010000	0.000000	47425673346777.179688
1.020000	0.000000	-0.010000	47425673346769.132812
1.020000	0.000000	0.000000	1112137972885556.500000
1.020000	0.000000	0.010000	47425673346777.953125
1.020000	0.010000	0.000000	47425673346769.968750
1.030000	-0.010000	-0.010000	59148855253823.867188
1.030000	-0.010000	0.000000	224281684304315.250000
1.030000	-0.010000	0.010000	59148855253828.648438
1.030000	0.000000	-0.010000	224281684304294.437500
1.030000	0.000000	0.000000	1028646915627831.250000
1.030000	0.000000	0.010000	224281684304316.781250
1.030000	0.010000	-0.010000	59148855253819.453125
1.030000	0.010000	0.000000	224281684304296.625000
1.030000	0.010000	0.010000	59148855253824.445312
1.040000	-0.020000	-0.010000	20520909068966.589844
1.040000	-0.020000	0.000000	39831616003685.289062
1.040000	-0.020000	0.010000	20520909068967.539062
1.040000	-0.010000	-0.020000	20520909068965.714844
1.040000	-0.010000	-0.010000	173124087550684.218750
1.040000	-0.010000	0.000000	392574030788599.812500
1.040000	-0.010000	0.010000	173124087550693.500000
1.040000	-0.010000	0.020000	20520909068966.441406
1.040000	0.000000	-0.020000	39831616003681.710938
1.040000	0.000000	-0.010000	392574030788579.187500
1.040000	0.000000	0.000000	951423746718457.750000
1.040000	0.000000	0.010000	392574030788601.187500
1.040000	0.000000	0.020000	39831616003683.218750
1.040000	0.010000	-0.020000	20520909068965.039062
1.040000	0.010000	-0.010000	173124087550676.781250
1.040000	0.010000	0.000000	392574030788580.437500
1.040000	0.010000	0.010000	173124087550685.437500
1.040000	0.010000	0.020000	20520909068965.664062
1.040000	0.020000	-0.010000	20520909068963.835938
1.040000	0.020000	0.000000	39831616003679.406250
1.040000	0.020000	0.010000	20520909068964.730469
1.050000	-0.030000	0.000000	11634120432799.148438
1.050000	-0.020000	-0.020000	17374962780183.289062
1.050000	-0.020000	-0.010000	64225723211467.656250
1.050000	-0.020000	0.000000	103276552738662.656250
1.050000	-0.020000	0.010000	64225723211469.601562
1.050000	-0.020000	0.020000	17374962780183.642578
1.050000	-0.010000	-0.020000	64225723211465.234375
1.050000	-0.010000	-0.010000	286019462471986.625000
1.050000	-0.010000	0.000000	494567107282141.000000
1.050000	-0.010000	0.010000	286019462471996.125000
1.050000	-0.010000	0.020000	64225723211466.773438
1.050000	0.000000	-0.030000	11634120432798.238281
1.050000	0.000000	-0.020000	103276552738656.109375
1.050000	0.000000	-0.010000	494567107282126.312500
1.050000	0.000000	0.000000	879997919662551.000000
1.050000	0.000000	0.010000	494567107282145.875000
1.050000	0.000000	0.020000	103276552738658.156250
1.050000	0.000000	0.030000	11634120432799.169922
1.050000	0.010000	-0.020000	64225723211463.750000
1.050000	0.010000	-0.010000	286019462471978.000000
1.050000	0.010000	0.000000	494567107282127.875000
1.050000	0.010000	0.010000	286019462471988.437500
1.050000	0.010000	0.020000	64225723211465.234375
1.050000	0.020000	-0.020000	17374962780181.730469
1.050000	0.020000	-0.010000	64225723211461.156250
1.050000	0.020000	0.000000	103276552738651.890625
1.050000	0.020000	0.010000	64225723211463.289062
1.050000	0.020000	0.020000	17374962780182.083984
1.050000	0.030000	0.000000	11634120432798.238281
1.060000	-0.030000	-0.020000	10506342548468.281250
1.060000	-0.030000	-0.010000	24732797650559.914062
1.060000	-0.030000	0.000000	33453560519092.242188
1.060000	-0.030000	0.010000	24732797650560.335938
1.060000	-0.030000	0.020000	10506342548468.412109
1.060000	-0.020000	-0.030000	10506342548468.076172
1.060000	-0.020000	-0.020000	45660237305764.789062
1.060000	-0.020000	-0.010000	123184504841945.953125
1.060000	-0.020000	0.000000	175233370710402.187500
1.060000	-0.020000	0.010000	123184504841949.281250
1.060000	-0.020000	0.020000	45660237305765.585938
1.060000	-0.020000	0.030000	10506342548468.626953
1.060000	-0.010000	-0.030000	24732797650558.804688
1.060000	-0.010000	-0.020000	123184504841942.671875
1.060000	-0.010000	-0.010000	367703619048101.312500
1.060000	-0.010000	0.000000	543204040899530.500000
1.060000	-0.010000	0.010000	367703619048109.875000
1.060000	-0.010000	0.020000	123184504841945.187500
1.060000	-0.010000	0.030000	24732797650560.335938
1.060000	0.000000	-0.030000	33453560519090.179688
1.060000	0.000000	-0.020000	175233370710393.937500
1.060000	0.000000	-0.010000	543204040899516.125000
1.060000	0.000000	0.000000	813934213100497.500000
1.060000	0.000000	0.010000	543204040899532.250000
1.060000	0.000000	0.020000	175233370710397.437500
1.060000	0.000000	0.030000	33453560519092.257812
1.060000	0.010000	-0.030000	24732797650558.554688
1.060000	0.010000	-0.020000	123184504841940.640625
1.060000	0.010000	-0.010000	367703619048093.875000
1.060000	0.010000	0.000000	543204040899517.937500
1.060000	0.010000	0.010000	367703619048102.500000
1.060000	0.010000	0.020000	123184504841942.671875
1.060000	0.010000	0.030000	24732797650560.070312
1.060000	0.020000	-0.030000	10506342548467.468750
1.060000	0.020000	-0.020000	45660237305761.851562
1.060000	0.020000	-0.010000	123184504841936.875000
1.060000	0.020000	0.000000	175233370710389.218750
1.060000	0.020000	0.010000	123184504841939.437500
1.060000	0.020000	0.020000	45660237305762.460938
1.060000	0.020000	0.030000	10506342548468.076172
1.060000	0.030000	-0.020000	10506342548467.722656
1.060000	0.030000	-0.010000	24732797650558.628906
1.060000	0.030000	0.000000	33453560519090.285156
1.060000	0.030000	0.010000	24732797650559.070312
1.060000	0.030000	0.020000	10506342548467.927734
1.070000	-0.040000	-0.010000	11045468603924.619141
1.070000	-0.040000	0.000000	13581157223751.695312
1.070000	-0.040000	0.010000	11045468603924.773438
1.070000	-0.030000	-0.020000	25916026770399.300781
1.070000	-0.030000	-0.010000	51616940057509.523438
1.070000	-0.030000	0.000000	65621113156634.671875
1.070000	-0.030000	0.010000	51616940057510.242188
1.070000	-0.030000	0.020000	25916026770399.566406
1.070000	-0.020000	-0.030000	25916026770398.750000
1.070000	-0.020000	-0.020000	83888138043591.984375
1.070000	-0.020000	-0.010000	181600573734790.687500
1.070000	-0.020000	0.000000	237924799352629.593750
1.070000	-0.020000	0.010000	181600573734794.343750
1.070000	-0.020000	0.020000	83888138043592.828125
1.070000	-0.020000	0.030000	25916026770400.003906
1.070000	-0.010000	-0.040000	11045468603924.175781
1.070000	-0.010000	-0.030000	51616940057507.578125
1.070000	-0.010000	-0.020000	181600573734787.593750
1.070000	-0.010000	-0.010000	416962377082129.812500
1.070000	-0.010000	0.000000	558090990539987.437500
1.070000	-0.010000	0.010000	416962377082139.625000
1.070000	-0.010000	0.020000	181600573734789.468750
1.070000	-0.010000	0.030000	51616940057510.242188
1.070000	-0.010000	0.040000	11045468603924.441406
1.070000	0.000000	-0.040000	13581157223750.876953
1.070000	0.000000	-0.030000	65621113156631.554688
1.070000	0.000000	-0.020000	237924799352621.500000
1.070000	0.000000	-0.010000	558090990539978.125000
1.070000	0.000000	0.000000	752830078859243.375000
1.070000	0.000000	0.010000	558090990539987.437500
1.070000	0.000000	0.020000	237924799352624.687500
1.070000	0.000000	0.030000	65621113156634.703125
1.070000	0.000000	0.040000	13581157223751.154297
1.070000	0.010000	-0.040000	11045468603924.048828
1.070000	0.010000	-0.030000	51616940057506.890625
1.070000	0.010000	-0.020000	181600573734784.562500
1.070000	0.010000	-0.010000	416962377082122.937500
1.070000	0.010000	0.000000	558090990539978.125000
1.070000	0.010000	0.010000	416962377082132.562500
1.070000	0.010000	0.020000	181600573734787.593750
1.070000	0.010000	0.030000	51616940057509.523438
1.070000	0.010000	0.040000	11045468603924.273438
1.070000	0.020000	-0.030000	25916026770397.609375
1.070000	0.020000	-0.020000	83888138043587.718750
1.070000	0.020000	-0.010000	181600573734780.937500
1.070000	0.020000	0.000000	237924799352616.718750
1.070000	0.020000	0.010000	181600573734784.562500
1.070000	0.020000	0.020000	83888138043588.875000
1.070000	0.020000	0.030000	25916026770398.750000
1.070000	0.030000	-0.020000	25916026770398.148438
1.070000	0.030000	-0.010000	51616940057506.890625
1.070000	0.030000	0.000000	65621113156631.117188
1.070000	0.030000	0.010000	51616940057507.578125
1.070000	0.030000	0.020000	25916026770398.394531
1.070000	0.040000	-0.010000	11045468603923.626953
1.070000	0.040000	0.000000	13581157223750.359375
1.070000	0.040000	0.010000	11045468603923.763672
1.080000	-0.040000	-0.020000	14351006996181.171875
1.080000	-0.040000	-0.010000	23655468136360.488281
1.080000	-0.040000	0.000000	28096794046744.953125
1.080000	-0.040000	0.010000	23655468136360.800781
1.080000	-0.040000	0.020000	14351006996181.349609
1.080000	-0.030000	-0.030000	19971759942290.496094
1.080000	-0.030000	-0.020000	47912756426643.953125
1.080000	-0.030000	-0.010000	84041331004136.265625
1.080000	-0.030000	0.000000	102037568962703.265625
1.080000	-0.030000	0.010000	84041331004137.406250
1.080000	-0.030000	0.020000	47912756426644.414062
1.080000	-0.030000	0.030000	19971759942291.191406
1.080000	-0.020000	-0.040000	14351006996180.839844
1.080000	-0.020000	-0.030000	47912756426643.273438
1.080000	-0.020000	-0.020000	124326718511438.984375
1.080000	-0.020000	-0.010000	229989314719104.500000
1.080000	-0.020000	0.000000	284563938977323.437500
1.080000	-0.020000	0.010000	229989314719108.437500
1.080000	-0.020000	0.020000	124326718511440.312500
1.080000	-0.020000	0.030000	47912756426644.882812
1.080000	-0.020000	0.040000	14351006996181.083984
1.080000	-0.010000	-0.040000	23655468136359.667969
1.080000	-0.010000	-0.030000	84041331004134.015625
1.080000	-0.010000	-0.020000	229989314719101.406250
1.080000	-0.010000	-0.010000	441179235918583.125000
1.080000	-0.010000	0.000000	552976172748941.937500
1.080000	-0.010000	0.010000	441179235918590.375000
1.080000	-0.010000	0.020000	229989314719103.750000
1.080000	-0.010000	0.030000	84041331004137.140625
1.080000	-0.010000	0.040000	23655468136360.066406
1.080000	0.000000	-0.040000	28096794046743.593750
1.080000	0.000000	-0.030000	102037568962698.781250
1.080000	0.000000	-0.020000	284563938977314.812500
1.080000	0.000000	-0.010000	552976172748936.500000
1.080000	0.000000	0.000000	696313189092144.500000
1.080000	0.000000	0.010000	552976172748945.625000
1.080000	0.000000	0.020000	284563938977317.625000
1.080000	0.000000	0.030000	102037568962703.265625
1.080000	0.000000	0.040000	28096794046744.093750
1.080000	0.010000	-0.040000	23655468136359.503906
1.080000	0.010000	-0.030000	84041331004132.906250
1.080000	0.010000	-0.020000	229989314719098.437500
1.080000	0.010000	-0.010000	441179235918578.687500
1.080000	0.010000	0.000000	552976172748936.500000
1.080000	0.010000	0.010000	441179235918586.000000
1.080000	0.010000	0.020000	229989314719101.406250
1.080000	0.010000	0.030000	84041331004136.296875
1.080000	0.010000	0.040000	23655468136359.898438
1.080000	0.020000	-0.040000	14351006996180.343750
1.080000	0.020000	-0.030000	47912756426641.296875
1.080000	0.020000	-0.020000	124326718511433.953125
1.080000	0.020000	-0.010000	229989314719094.593750
